10, 345.4, 0.3, 0.0141868114471
20, 173.5, 0.3, 0.0125086307526
30, 112.9, 0.3, 0.0116898059845
40, 83.4, 0.3, 0.011333322525
50, 80.9, 0.3, 0.0139705896378
60, 74.3, 0.3, 0.0150124549866
70, 46.0, 0.3, 0.0110340833664
80, 59.1, 0.3, 0.016329741478
90, 56.1, 0.3, 0.0173992872238
100, 52.4, 0.3, 0.0179399251938
110, 44.1, 0.3, 0.0174386024475
120, 44.1, 0.3, 0.0180708169937
130, 37.9, 0.3, 0.0171329021454
140, 37.0, 0.3, 0.0174901485443
150, 33.7, 0.3, 0.0177445650101
160, 40.3, 0.3, 0.0218656301498
170, 30.4, 0.3, 0.0175773382187
180, 36.4, 0.3, 0.0218839883804
190, 33.7, 0.3, 0.0221418857574
200, 33.8, 0.3, 0.0237153053284
210, 31.1, 0.3, 0.0224311828613
220, 29.5, 0.3, 0.0238804340362
230, 28.2, 0.3, 0.0238826990127
240, 30.9, 0.3, 0.0271558046341
250, 27.7, 0.3, 0.0250107288361
260, 29.2, 0.3, 0.0276261806488
270, 25.8, 0.3, 0.0255598306656
280, 25.0, 0.3, 0.0254464149475
290, 26.4, 0.3, 0.0280900239945
300, 26.1, 0.3, 0.0288442611694
310, 28.2, 0.3, 0.0324681997299
320, 28.1, 0.3, 0.0328928470611
330, 27.9, 0.3, 0.0335253238678
340, 28.2, 0.3, 0.0353075027466
350, 27.1, 0.3, 0.0346821069717
360, 28.8, 0.3, 0.0374410390854
370, 24.1, 0.3, 0.0321939706802
380, 25.2, 0.3, 0.0349159002304
390, 24.7, 0.3, 0.0349514484405
400, 22.2, 0.3, 0.0324635744095
410, 24.6, 0.3, 0.03643014431
420, 26.1, 0.3, 0.0398146629334
430, 24.3, 0.3, 0.0378878593445
440, 22.2, 0.3, 0.0358061790466
450, 21.5, 0.3, 0.034930229187
460, 22.6, 0.3, 0.0375843048096
470, 23.0, 0.3, 0.0396402597427
480, 23.6, 0.3, 0.040704870224
490, 22.2, 0.3, 0.0397597312927
