10, 288.5, 0.3, 0.0180454015732
20, 179.0, 0.3, 0.0205097436905
30, 113.8, 0.3, 0.0190049409866
40, 76.1, 0.3, 0.0167269468308
50, 62.7, 0.3, 0.0170761823654
60, 71.4, 0.3, 0.0231123685837
70, 41.7, 0.3, 0.0156950712204
80, 43.3, 0.3, 0.0189357280731
90, 39.1, 0.3, 0.0186449050903
100, 36.2, 0.3, 0.019870018959
110, 36.3, 0.3, 0.0210592985153
120, 27.1, 0.3, 0.017654466629
130, 31.1, 0.3, 0.0215482234955
140, 36.0, 0.3, 0.0273765087128
150, 23.4, 0.3, 0.0190602779388
160, 27.5, 0.3, 0.0235940933228
170, 25.2, 0.3, 0.0230453968048
180, 26.8, 0.3, 0.0265040397644
190, 21.9, 0.3, 0.0233853816986
200, 25.8, 0.3, 0.0282143592834
210, 20.3, 0.3, 0.0226602554321
220, 21.9, 0.3, 0.0273212194443
230, 19.6, 0.3, 0.0253568172455
240, 19.9, 0.3, 0.0268280982971
250, 22.9, 0.3, 0.0319645166397
260, 18.5, 0.3, 0.0272552490235
270, 23.2, 0.3, 0.0349469184876
280, 22.2, 0.3, 0.0343087673187
290, 20.6, 0.3, 0.0330903053284
300, 18.5, 0.3, 0.0308636188507
310, 17.7, 0.3, 0.0308085918426
320, 16.3, 0.3, 0.0293260812759
330, 19.2, 0.3, 0.0350139856339
340, 18.2, 0.3, 0.034383893013
350, 17.0, 0.3, 0.0331097126007
360, 19.9, 0.3, 0.0405928850174
370, 17.3, 0.3, 0.0352397918701
380, 16.6, 0.3, 0.0349821329117
390, 16.4, 0.3, 0.0357987642288
400, 16.6, 0.3, 0.0371559619903
410, 15.4, 0.3, 0.0349631547928
420, 16.1, 0.3, 0.0376982927322
430, 15.5, 0.3, 0.036433172226
440, 18.5, 0.3, 0.0451585054398
450, 18.1, 0.3, 0.0447210073471
460, 18.4, 0.3, 0.046773314476
470, 15.4, 0.3, 0.0397674560547
480, 14.2, 0.3, 0.0373325586319
490, 14.1, 0.3, 0.0384392023087
